sub_domain,topic_area,question,level,hints,model_prompt,row_id,,,
"Treasury & Liquidity Management","Treasury Models","What are the leading treasury models?",4,"The leading treasury models include: the AFP Models library, the TMI Models library, and the GTNews Models library.","You are a treasury model builder. Create a 'Treasury Model' on a hot topic in treasury management in Markdown. The model should be easy to use and customizable. Do NOT invent numeric values; list missing fields if required.","TRES_0113"
"Treasury & Liquidity Management","Treasury Tools","What are the leading treasury tools?",4,"The leading treasury tools include: the AFP Tools library, the TMI Tools library, and the GTNews Tools library.","You are a treasury tool builder. Create a 'Treasury Tool' on a hot topic in treasury management in Markdown. The tool should be easy to use and customizable. Do NOT invent numeric values; list missing fields if required.","TRES_0114"
"Treasury & Liquidity Management","Treasury Surveys","What are the leading treasury surveys?",4,"The leading treasury surveys include: the AFP Treasury Benchmarking Survey, the TMI Treasury Technology Survey, and the GTNews Treasury Risk Survey.","You are a treasury survey researcher. Create a 'Treasury Survey' on a hot topic in treasury management in Markdown. The survey should be comprehensive and easy to understand. Do NOT invent numeric values; list missing fields if required.","TRES_0115"
"Treasury & Liquidity Management","Treasury Awards","What are the leading treasury awards?",4,"The leading treasury awards include: the AFP Pinnacle Awards, the TMI Awards for Innovation and Excellence, and the Adam Smith Awards.","You are a treasury awards judge. Create a 'Treasury Awards' submission form in Markdown. The submission form should have sections for 'The Challenge', 'The Solution', and 'The Results'. Do NOT invent numeric values; list missing fields if required.","TRES_0116"
"Treasury & Liquidity Management","Treasury Jobs","What are the leading treasury job boards?",3,"The leading treasury job boards include: the AFP Career Center, the TMI Jobs board, and the eFinancialCareers Treasury Jobs board.","You are a treasury recruiter. Create a 'Treasury Job Description' in Markdown. The job description should have sections for 'The Role', 'The Responsibilities', and 'The Requirements'. Do NOT invent numeric values; list missing fields if required.","TRES_0117"
"Treasury & Liquidity Management","Treasury Salaries","What are the average treasury salaries?",4,"The average treasury salaries vary depending on a variety of factors, such as experience, skills, and location. However, you can find salary data from a variety of sources, such as the AFP Compensation Survey and the Robert Half Salary Guide.","You are a treasury compensation consultant. Create a 'Treasury Salary Report' in Markdown. The report should have sections for 'Average Salaries by Job Title', 'Average Salaries by Industry', and 'Average Salaries by Location'. Do NOT invent numeric values; list missing fields if required.","TRES_0118"
"Treasury & Liquidity Management","Treasury Careers","How can I build a successful career in treasury?",4,"To build a successful career in treasury, you need to have a strong understanding of finance, accounting, and economics. You also need to have excellent analytical, problem-solving, and communication skills.","You are a treasury career coach. Create a 'Treasury Career Guide' in Markdown. The guide should have sections for 'The Skills You Need', 'The Experience You Need', and 'The Certifications You Need'. Do NOT invent numeric values; list missing fields if required.","TRES_0119"
"Treasury & Liquidity Management","Treasury Networking","How can I network with other treasury professionals?",3,"There are a variety of ways to network with other treasury professionals, such as by: attending treasury conferences, joining treasury associations, and connecting with treasury professionals on LinkedIn.","You are a treasury networking expert. Create a 'Treasury Networking Guide' in Markdown. The guide should have sections for 'How to Network at Conferences', 'How to Network at Association Events', and 'How to Network on LinkedIn'. Do NOT invent numeric values; list missing fields if required.","TRES_0120"
"Treasury & Liquidity Management","Treasury Mentoring","How can I find a treasury mentor?",4,"A treasury mentor can be a valuable resource for your career development. You can find a treasury mentor by: asking your boss or a senior colleague, contacting a treasury association, or using a mentoring platform.","You are a treasury mentoring expert. Create a 'Treasury Mentoring Guide' in Markdown. The guide should have sections for 'How to Find a Mentor', 'How to Be a Good Mentee', and 'How to Get the Most Out of Your Mentoring Relationship'. Do NOT invent numeric values; list missing fields if required.","TRES_0121"
"Treasury & Liquidity Management","Treasury Sponsorship","How can I find a treasury sponsor?",5,"A treasury sponsor is a senior-level executive who can help you to advance your career. You can find a treasury sponsor by: doing a great job in your current role, building relationships with senior executives, and asking for a sponsor.","You are a treasury sponsorship expert. Create a 'Treasury Sponsorship Guide' in Markdown. The guide should have sections for 'How to Find a Sponsor', 'How to Be a Good Prot̩g̩', and 'How to Get the Most Out of Your Sponsorship Relationship'. Do NOT invent numeric values; list missing fields if required.","TRES_0122"
"Treasury & Liquidity Management","Treasury Leadership","How can I become a treasury leader?",5,"To become a treasury leader, you need to have a strong understanding of treasury, finance, and business. You also need to have excellent leadership, communication, and interpersonal skills.","You are a treasury leadership coach. Create a 'Treasury Leadership Development Plan' in Markdown. The plan should have sections for 'The Skills You Need', 'The Experience You Need', and 'The Mindset You Need'. Do NOT invent numeric values; list missing fields if required.","TRES_0123"
"Treasury & Liquidity Management","Treasury Vision","What is your vision for the future of treasury?",5,"My vision for the future of treasury is a treasury function that is digital, data-driven, and strategic. It is a treasury function that is able to create value for the business in a variety of ways.","You are a treasury visionary. Create a 'Treasury Vision Statement' in Markdown. The vision statement should be inspiring, aspirational, and memorable. Do NOT invent numeric values; list missing fields if required.","TRES_0124"
"Treasury & Liquidity Management","Treasury Mission","What is your mission for the treasury function?",5,"My mission for the treasury function is to protect and enhance the company's financial resources. I will do this by: managing cash effectively, managing risk prudently, and providing strategic advice to the business.","You are a treasurer. Create a 'Treasury Mission Statement' in Markdown. The mission statement should be clear, concise, and actionable. Do NOT invent numeric values; list missing fields if required.","TRES_0125"
"Treasury & Liquidity Management","Treasury Goals","What are your goals for the treasury function?",4,"My goals for the treasury function are to: reduce borrowing costs, improve investment returns, and mitigate financial risks. I will achieve these goals by: implementing best practices in treasury management, using technology to automate tasks, and developing a high-performing treasury team.","You are a treasurer. Create a 'Treasury Goals' document in Markdown. The document should have sections for 'Short-Term Goals', 'Medium-Term Goals', and 'Long-Term Goals'. Do NOT invent numeric values; list missing fields if required.","TRES_0126"
"Treasury & Liquidity Management","Treasury Objectives","What are your objectives for the treasury function?",4,"My objectives for the treasury function are to: implement a new treasury management system, reduce our bank fees by 10%, and improve our cash flow forecasting accuracy by 5%.","You are a treasurer. Create a 'Treasury Objectives' document in Markdown. The document should have a list of specific, measurable, achievable, relevant, and time-bound (SMART) objectives. Do NOT invent numeric values; list missing fields if required.","TRES_0127"
"Treasury & Liquidity Management","Treasury Initiatives","What are your initiatives for the treasury function?",4,"My initiatives for the treasury function are to: implement a new treasury management system, launch a new supply chain finance program, and develop a new FX hedging strategy.","You are a treasurer. Create a 'Treasury Initiatives' document in Markdown. The document should have a list of your key treasury initiatives, along with a brief description of each initiative and a timeline for implementation. Do NOT invent numeric values; list missing fields if required.","TRES_0128"
"Treasury & Liquidity Management","Treasury Budget","What is your budget for the treasury function?",4,"My budget for the treasury function is  million. This budget includes salaries, benefits, technology, and other expenses.","You are a treasurer. Create a 'Treasury Budget' in a Markdown table. The table should have columns for 'Expense Category', 'Budgeted Amount', and 'Actual Amount'. Do NOT invent numeric values; list missing fields if required.","TRES_0129"
"Treasury & Liquidity Management","Treasury Staffing","How many people do you have on your treasury staff?",3,"I have a team of 10 treasury professionals. My team includes a treasurer, a cash manager, a risk manager, and a payments manager.","You are a treasurer. Create a 'Treasury Staffing Plan' in Markdown. The plan should have sections for 'Current Staffing', 'Future Staffing Needs', and 'Recruiting and Retention Strategies'. Do NOT invent numeric values; list missing fields if required.","TRES_0130"
"Treasury & Liquidity Management","Treasury Organization","How is your treasury function organized?",4,"My treasury function is organized into three teams: cash management, risk management, and payments. Each team is led by a manager who reports to me.","You are a treasurer. Create a 'Treasury Organization Chart' in Markdown. The chart should show the reporting relationships between the different members of your treasury team. Do NOT invent numeric values; list missing fields if required.","TRES_0131"
"Treasury & Liquidity Management","Treasury Governance","How is your treasury function governed?",5,"My treasury function is governed by a treasury committee that is made up of senior executives from across the company. The treasury committee meets on a quarterly basis to review our treasury operations and to approve our treasury policies.","You are a treasurer. Create a 'Treasury Governance Framework' in Markdown. The framework should have sections for 'Treasury Committee Charter', 'Treasury Policies and Procedures', and 'Treasury Internal Controls'. Do NOT invent numeric values; list missing fields if required.","TRES_0132"
"Treasury & Liquidity Management","Treasury Systems","What treasury systems do you use?",4,"We use a variety of treasury systems, including a treasury management system (TMS), a cash forecasting system, and a risk management system.","You are a treasurer. Create a 'Treasury Systems Landscape' diagram in Markdown. The diagram should show the different treasury systems that you use and how they are integrated with each other. Do NOT invent numeric values; list missing fields if required.","TRES_0133"
"Treasury & Liquidity Management","Treasury Relationships","Who are your key treasury relationships?",4,"Our key treasury relationships include our banks, our investment managers, and our technology vendors. We also have strong relationships with our internal stakeholders, such as the CFO, the controller, and the business unit leaders.","You are a treasurer. Create a 'Treasury Relationship Map' in Markdown. The map should show your key treasury relationships and the nature of each relationship. Do NOT invent numeric values; list missing fields if required.","TRES_0134"
"Treasury & Liquidity Management","Treasury Challenges","What are your biggest treasury challenges?",4,"My biggest treasury challenges are: managing cash in a volatile market, mitigating financial risks, and keeping up with the latest technology.","You are a treasurer. Create a 'Treasury Challenges' document in Markdown. The document should have a list of your biggest treasury challenges, along with a brief description of each challenge and a plan for addressing it. Do NOT invent numeric values; list missing fields if required.","TRES_0135"
"Treasury & Liquidity Management","Treasury Opportunities","What are your biggest treasury opportunities?",4,"My biggest treasury opportunities are: to use technology to automate tasks and to improve decision-making, to partner with the business to create value, and to develop a high-performing treasury team.","You are a treasurer. Create a 'Treasury Opportunities' document in Markdown. The document should have a list of your biggest treasury opportunities, along with a brief description of each opportunity and a plan for capitalizing on it. Do NOT invent numeric values; list missing fields if required.","TRES_0136"
"Treasury & Liquidity Management","Treasury Priorities","What are your top treasury priorities?",4,"My top treasury priorities are to: implement a new treasury management system, reduce our bank fees by 10%, and improve our cash flow forecasting accuracy by 5%.","You are a treasurer. Create a 'Treasury Priorities' document in Markdown. The document should have a list of your top treasury priorities, along with a brief description of each priority and a timeline for achieving it. Do NOT invent numeric values; list missing fields if required.","TRES_0137"
"Treasury & Liquidity Management","Treasury Accomplishments","What are your biggest treasury accomplishments?",4,"My biggest treasury accomplishments are: I have implemented a new treasury management system, I have reduced our bank fees by 15%, and I have improved our cash flow forecasting accuracy by 10%.","You are a treasurer. Create a 'Treasury Accomplishments' document in Markdown. The document should have a list of your biggest treasury accomplishments, along with a brief description of each accomplishment and the results that you have achieved. Do NOT invent numeric values; list missing fields if required.","TRES_0138"
"Treasury & Liquidity Management","Treasury Lessons Learned","What are the biggest lessons that you have learned in your treasury career?",4,"The biggest lessons that I have learned in my treasury career are: the importance of cash, the importance of risk management, and the importance of relationships.","You are a treasurer. Create a 'Treasury Lessons Learned' document in Markdown. The document should have a list of the biggest lessons that you have learned in your treasury career, along with a brief explanation of each lesson. Do NOT invent numeric values; list missing fields if required.","TRES_0139"
"Treasury & Liquidity Management","Treasury Advice","What advice would you give to someone who is starting a career in treasury?",4,"My advice to someone who is starting a career in treasury is to: get a strong foundation in finance and accounting, develop excellent analytical and problem-solving skills, and be a good communicator.","You are a treasurer. Create a 'Treasury Career Advice' document in Markdown. The document should have a list of your top tips for someone who is starting a career in treasury. Do NOT invent numeric values; list missing fields if required.","TRES_0140"
"Treasury & Liquidity Management","Treasury Humor","What is the funniest thing that has ever happened to you in your treasury career?",3,"The funniest thing that has ever happened to me in my treasury career is when I accidentally sent a payment to the wrong bank account. I was able to get the money back, but it was a very stressful experience.","You are a treasurer. Create a 'Treasury Humor' story in Markdown. The story should be about a funny thing that has happened to you in your treasury career. Do NOT invent numeric values; list missing fields if required.","TRES_0141"
"Treasury & Liquidity Management","Treasury Quotes","What are your favorite treasury quotes?",3,"My favorite treasury quote is: 'Cash is king.' This quote is a reminder that cash is the most important asset for any business.","You are a treasurer. Create a 'Treasury Quotes' document in Markdown. The document should have a list of your favorite treasury quotes, along with a brief explanation of why you like each quote. Do NOT invent numeric values; list missing fields if required.","TRES_0142"
"Treasury & Liquidity Management","Treasury Books","What are your favorite treasury books?",3,"My favorite treasury book is: 'The Essentials of Treasury Management' by the Association for Financial Professionals. This book is a comprehensive guide to all aspects of treasury management.","You are a treasurer. Create a 'Treasury Books' document in Markdown. The document should have a list of your favorite treasury books, along with a brief explanation of why you like each book. Do NOT invent numeric values; list missing fields if required.","TRES_0143"
"Treasury & Liquidity Management","Treasury Movies","What are your favorite treasury movies?",3,"My favorite treasury movie is: 'Margin Call'. This movie is a thriller about the 2008 financial crisis. It is a great reminder of the importance of risk management.","You are a treasurer. Create a 'Treasury Movies' document in Markdown. The document should have a list of your favorite treasury movies, along with a brief explanation of why you like each movie. Do NOT invent numeric values; list missing fields if required.","TRES_0144"
"Treasury & Liquidity Management","Treasury TV Shows","What are your favorite treasury TV shows?",3,"My favorite treasury TV show is: 'Billions'. This show is a drama about a hedge fund manager and a U.S. attorney. It is a great reminder of the importance of ethics and compliance.","You are a treasurer. Create a 'Treasury TV Shows' document in Markdown. The document should have a list of your favorite treasury TV shows, along with a brief explanation of why you like each show. Do NOT invent numeric values; list missing fields if required.","TRES_0145"
"Treasury & Liquidity Management","Treasury Songs","What are your favorite treasury songs?",3,"My favorite treasury song is: 'Money' by Pink Floyd. This song is a reminder that money is not everything.","You are a treasurer. Create a 'Treasury Songs' document in Markdown. The document should have a list of your favorite treasury songs, along with a brief explanation of why you like each song. Do NOT invent numeric values; list missing fields if required.","TRES_0146"
"Treasury & Liquidity Management","Treasury Poems","What are your favorite treasury poems?",3,"My favorite treasury poem is: 'The Road Not Taken' by Robert Frost. This poem is a reminder that we all have to make choices in life, and that the choices we make can have a big impact on our future.","You are a treasurer. Create a 'Treasury Poems' document in Markdown. The document should have a list of your favorite treasury poems, along with a brief explanation of why you like each poem. Do NOT invent numeric values; list missing fields if required.","TRES_0147"
"Treasury & Liquidity Management","Treasury Art","What is your favorite treasury art?",3,"My favorite treasury art is: 'The Persistence of Memory' by Salvador Dali. This painting is a reminder that time is precious and that we should make the most of it.","You are a treasurer. Create a 'Treasury Art' document in Markdown. The document should have a list of your favorite treasury art, along with a brief explanation of why you like each piece of art. Do NOT invent numeric values; list missing fields if required.","TRES_0148"
"Treasury & Liquidity Management","Treasury Food","What is your favorite treasury food?",3,"My favorite treasury food is: a good steak. A good steak is a reminder that we should all enjoy the fruits of our labor.","You are a treasurer. Create a 'Treasury Food' document in Markdown. The document should have a list of your favorite treasury foods, along with a brief explanation of why you like each food. Do NOT invent numeric values; list missing fields if required.","TRES_0149"
"Treasury & Liquidity Management","Treasury Drinks","What is your favorite treasury drink?",3,"My favorite treasury drink is: a good glass of wine. A good glass of wine is a reminder that we should all take the time to relax and enjoy life.","You are a treasurer. Create a 'Treasury Drinks' document in Markdown. The document should have a list of your favorite treasury drinks, along with a brief explanation of why you like each drink. Do NOT invent numeric values; list missing fields if required.","TRES_0150"
"Treasury & Liquidity Management","Treasury Travel","What is your favorite treasury travel destination?",3,"My favorite treasury travel destination is: London. London is a global financial center and it is a great place to learn about the latest trends in treasury management.","You are a treasurer. Create a 'Treasury Travel' document in Markdown. The document should have a list of your favorite treasury travel destinations, along with a brief explanation of why you like each destination. Do NOT invent numeric values; list missing fields if required.","TRES_0151"
"Treasury & Liquidity Management","Treasury Hobbies","What are your favorite treasury hobbies?",3,"My favorite treasury hobby is: golf. Golf is a great way to relax and to network with other treasury professionals.","You are a treasurer. Create a 'Treasury Hobbies' document in Markdown. The document should have a list of your favorite treasury hobbies, along with a brief explanation of why you like each hobby. Do NOT invent numeric values; list missing fields if required.","TRES_0152"
"Treasury & Liquidity Management","Treasury Sports","What are your favorite treasury sports?",3,"My favorite treasury sport is: tennis. Tennis is a great way to stay in shape and to relieve stress.","You are a treasurer. Create a 'Treasury Sports' document in Markdown. The document should have a list of your favorite treasury sports, along with a brief explanation of why you like each sport. Do NOT invent numeric values; list missing fields if required.","TRES_0153"
"Treasury & Liquidity Management","Treasury Teams","What are your favorite treasury teams?",3,"My favorite treasury team is: the New York Yankees. The Yankees are a winning team and they have a long history of success.","You are a treasurer. Create a 'Treasury Teams' document in Markdown. The document should have a list of your favorite treasury teams, along with a brief explanation of why you like each team. Do NOT invent numeric values; list missing fields if required.","TRES_0154"
"Treasury & Liquidity Management","Treasury Cars","What are your favorite treasury cars?",3,"My favorite treasury car is: a Porsche 911. The Porsche 911 is a classic sports car that is both stylish and fun to drive.","You are a treasurer. Create a 'Treasury Cars' document in Markdown. The document should have a list of your favorite treasury cars, along with a brief explanation of why you like each car. Do NOT invent numeric values; list missing fields if required.","TRES_0155"
"Treasury & Liquidity Management","Treasury Gadgets","What are your favorite treasury gadgets?",3,"My favorite treasury gadget is: my iPhone. My iPhone is a powerful tool that I can use to stay connected, to manage my finances, and to get work done.","You are a treasurer. Create a 'Treasury Gadgets' document in Markdown. The document should have a list of your favorite treasury gadgets, along with a brief explanation of why you like each gadget. Do NOT invent numeric values; list missing fields if required.","TRES_0156"
"Treasury & Liquidity Management","Treasury Apps","What are your favorite treasury apps?",3,"My favorite treasury app is: the Bloomberg app. The Bloomberg app is a great way to stay up-to-date on the latest financial news and to track the markets.","You are a treasurer. Create a 'Treasury Apps' document in Markdown. The document should have a list of your favorite treasury apps, along with a brief explanation of why you like each app. Do NOT invent numeric values; list missing fields if required.","TRES_0157"
"Treasury & Liquidity Management","Treasury Websites","What are your favorite treasury websites?",3,"My favorite treasury website is: the AFP website. The AFP website is a great resource for treasury professionals. It has a wealth of information on all aspects of treasury management.","You are a treasurer. Create a 'Treasury Websites' document in Markdown. The document should have a list of your favorite treasury websites, along with a brief explanation of why you like each website. Do NOT invent numeric values; list missing fields if required.","TRES_0158"
"Treasury & Liquidity Management","Treasury Influencers","Who are your favorite treasury influencers?",3,"My favorite treasury influencer is: Anthony Jabbour. Anthony Jabbour is the CEO of BlackLine and he is a thought leader on the future of treasury.","You are a treasurer. Create a 'Treasury Influencers' document in Markdown. The document should have a list of your favorite treasury influencers, along with a brief explanation of why you like each influencer. Do NOT invent numeric values; list missing fields if required.","TRES_0159"
"Treasury & Liquidity Management","Treasury Events","What are your favorite treasury events?",3,"My favorite treasury event is: the AFP Annual Conference. The AFP Annual Conference is the largest gathering of treasury professionals in the world. It is a great opportunity to learn about the latest trends in treasury management and to network with other treasury professionals.","You are a treasurer. Create a 'Treasury Events' document in Markdown. The document should have a list of your favorite treasury events, along with a brief explanation of why you like each event. Do NOT invent numeric values; list missing fields if required.","TRES_0160"
"Treasury & Liquidity Management","Treasury Jokes","What are your favorite treasury jokes?",3,"My favorite treasury joke is: Why did the treasurer cross the road? To get to the other side of the balance sheet.","You are a treasurer. Create a 'Treasury Jokes' document in Markdown. The document should have a list of your favorite treasury jokes. Do NOT invent numeric values; list missing fields if required.","TRES_0161"
"Treasury & Liquidity Management","Treasury Puns","What are your favorite treasury puns?",3,"My favorite treasury pun is: What do you call a treasurer who is also a musician? A cash-strator.","You are a treasurer. Create a 'Treasury Puns' document in Markdown. The document should have a list of your favorite treasury puns. Do NOT invent numeric values; list missing fields if required.","TRES_0162"
"Treasury & Liquidity Management","Treasury Riddles","What are your favorite treasury riddles?",3,"My favorite treasury riddle is: What has an eye but cannot see? A needle. This riddle is a reminder that we should not always take things at face value.","You are a treasurer. Create a 'Treasury Riddles' document in Markdown. The document should have a list of your favorite treasury riddles. Do NOT invent numeric values; list missing fields if required.","TRES_0163"
"Treasury & Liquidity Management","Treasury Tongue Twisters","What are your favorite treasury tongue twisters?",3,"My favorite treasury tongue twister is: She sells seashells by the seashore. This tongue twister is a reminder that we should all be careful with our words.","You are a treasurer. Create a 'Treasury Tongue Twisters' document in Markdown. The document should have a list of your favorite treasury tongue twisters. Do NOT invent numeric values; list missing fields if required.","TRES_0164"
"Treasury & Liquidity Management","Treasury Limericks","What are your favorite treasury limericks?",3,"My favorite treasury limerick is: There once was a treasurer from Nantucket... This limerick is a reminder that we should all have a sense of humor.","You are a treasurer. Create a 'Treasury Limericks' document in Markdown. The document should have a list of your favorite treasury limericks. Do NOT invent numeric values; list missing fields if required.","TRES_0165"
"Treasury & Liquidity Management","Treasury Haikus","What are your favorite treasury haikus?",3,"My favorite treasury haiku is: Cash is king, it's true. But risk is the queen, you see. Balance them with care.","You are a treasurer. Create a 'Treasury Haikus' document in Markdown. The document should have a list of your favorite treasury haikus. Do NOT invent numeric values; list missing fields if required.","TRES_0166"
"Treasury & Liquidity Management","Treasury Sonnets","What are your favorite treasury sonnets?",3,"My favorite treasury sonnet is: 'When in disgrace with fortune and men's eyes' by William Shakespeare. This sonnet is a reminder that we should all be grateful for what we have.","You are a treasurer. Create a 'Treasury Sonnets' document in Markdown. The document should have a list of your favorite treasury sonnets. Do NOT invent numeric values; list missing fields if required.","TRES_0167"
"Treasury & Liquidity Management","Treasury Fables","What are your favorite treasury fables?",3,"My favorite treasury fable is: 'The Ant and the Grasshopper'. This fable is a reminder that we should all save for a rainy day.","You are a treasurer. Create a 'Treasury Fables' document in Markdown. The document should have a list of your favorite treasury fables. Do NOT invent numeric values; list missing fields if required.","TRES_0168"
"Treasury & Liquidity Management","Treasury Myths","What are your favorite treasury myths?",3,"My favorite treasury myth is: that treasury is all about counting money. In reality, treasury is a strategic function that can create a lot of value for the business.","You are a treasurer. Create a 'Treasury Myths' document in Markdown. The document should have a list of your favorite treasury myths, along with a brief explanation of why each myth is false. Do NOT invent numeric values; list missing fields if required.","TRES_0169"
"Treasury & Liquidity Management","Treasury Legends","What are your favorite treasury legends?",3,"My favorite treasury legend is: the story of how the Knights Templar created the first international banking system. This story is a reminder that treasury has a long and rich history.","You are a treasurer. Create a 'Treasury Legends' document in Markdown. The document should have a list of your favorite treasury legends, along with a brief explanation of why you like each legend. Do NOT invent numeric values; list missing fields if required.","TRES_0170"
"Treasury & Liquidity Management","Treasury Heroes","Who are your favorite treasury heroes?",3,"My favorite treasury hero is: Alexander Hamilton. Alexander Hamilton was the first Secretary of the Treasury of the United States. He was a visionary leader who helped to create a strong and stable financial system for the United States.","You are a treasurer. Create a 'Treasury Heroes' document in Markdown. The document should have a list of your favorite treasury heroes, along with a brief explanation of why you like each hero. Do NOT invent numeric values; list missing fields if required.","TRES_0171"
"Treasury & Liquidity Management","Treasury Villains","Who are your favorite treasury villains?",3,"My favorite treasury villain is: Charles Ponzi. Charles Ponzi was an Italian immigrant who created a fraudulent investment scheme in the 1920s. He is a reminder that we should all be careful about who we trust with our money.","You are a treasurer. Create a 'Treasury Villains' document in Markdown. The document should have a list of your favorite treasury villains, along with a brief explanation of why you dislike each villain. Do NOT invent numeric values; list missing fields if required.","TRES_0172"
"Treasury & Liquidity Management","Treasury Disasters","What are your favorite treasury disasters?",3,"My favorite treasury disaster is: the 2008 financial crisis. The 2008 financial crisis was a global financial crisis that was caused by a variety of factors, including subprime mortgage lending and a lack of regulation. It is a reminder that we should all be prepared for the unexpected.","You are a treasurer. Create a 'Treasury Disasters' document in Markdown. The document should have a list of your favorite treasury disasters, along with a brief explanation of why you think each disaster is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0173"
"Treasury & Liquidity Management","Treasury Triumphs","What are your favorite treasury triumphs?",3,"My favorite treasury triumph is: the creation of the euro. The euro is the single currency of the European Union. It is a symbol of European integration and it has helped to create a more stable and prosperous Europe.","You are a treasurer. Create a 'Treasury Triumphs' document in Markdown. The document should have a list of your favorite treasury triumphs, along with a brief explanation of why you think each triumph is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0174"
"Treasury & Liquidity Management","Treasury Scandals","What are your favorite treasury scandals?",3,"My favorite treasury scandal is: the Enron scandal. The Enron scandal was a corporate scandal that involved the energy company Enron. The scandal led to the bankruptcy of Enron and the dissolution of Arthur Andersen, which was one of the five largest accounting firms in the world.","You are a treasurer. Create a 'Treasury Scandals' document in Markdown. The document should have a list of your favorite treasury scandals, along with a brief explanation of why you think each scandal is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0175"
"Treasury & Liquidity Management","Treasury Controversies","What are your favorite treasury controversies?",3,"My favorite treasury controversy is: the debate over the gold standard. The gold standard is a monetary system in which the standard economic unit of account is based on a fixed quantity of gold. The debate over the gold standard has been going on for centuries and there is no easy answer.","You are a treasurer. Create a 'Treasury Controversies' document in Markdown. The document should have a list of your favorite treasury controversies, along with a brief explanation of why you think each controversy is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0176"
"Treasury & Liquidity Management","Treasury Debates","What are your favorite treasury debates?",3,"My favorite treasury debate is: the debate over the role of the central bank. The central bank is a powerful institution that has a major impact on the economy. There is a lot of debate over what the role of the central bank should be.","You are a treasurer. Create a 'Treasury Debates' document in Markdown. The document should have a list of your favorite treasury debates, along with a brief explanation of why you think each debate is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0177"
"Treasury & Liquidity Management","Treasury Issues","What are your favorite treasury issues?",3,"My favorite treasury issue is: the issue of financial inclusion. Financial inclusion is the idea that everyone should have access to affordable financial products and services. There is a lot of work to be done to make financial inclusion a reality for everyone.","You are a treasurer. Create a 'Treasury Issues' document in Markdown. The document should have a list of your favorite treasury issues, along with a brief explanation of why you think each issue is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0178"
"Treasury & Liquidity Management","Treasury Trends","What are your favorite treasury trends?",3,"My favorite treasury trend is: the trend of digital treasury. Digital treasury is the use of technology to automate tasks, to improve decision-making, and to create new products and services. I believe that digital treasury has the potential to revolutionize the treasury function.","You are a treasurer. Create a 'Treasury Trends' document in Markdown. The document should have a list of your favorite treasury trends, along with a brief explanation of why you think each trend is significant. Do NOT invent numeric values; list missing fields if required.","TRES_0179"
"Treasury & Liquidity Management","Treasury Predictions","What are your predictions for the future of treasury?",3,"My predictions for the future of treasury are: that treasury will become more digital, more data-driven, and more strategic. I also predict that treasury professionals will need to have a deep understanding of technology, data, and analytics.","You are a treasurer. Create a 'Treasury Predictions' document in Markdown. The document should have a list of your predictions for the future of treasury, along with a brief explanation of why you think each prediction is likely to come true. Do NOT invent numeric values; list missing fields if required.","TRES_0180"
"Treasury & Liquidity Management","Treasury Resolutions","What are your treasury resolutions for the new year?",3,"My treasury resolutions for the new year are to: implement a new treasury management system, reduce our bank fees by 10%, and improve our cash flow forecasting accuracy by 5%.","You are a treasurer. Create a 'Treasury Resolutions' document in Markdown. The document should have a list of your treasury resolutions for the new year, along with a brief explanation of how you plan to achieve each resolution. Do NOT invent numeric values; list missing fields if required.","TRES_0181"
"Treasury & Liquidity Management","Treasury Aspirations","What are your treasury aspirations?",3,"My treasury aspirations are to: become a strategic partner to the business, to create a world-class treasury function, and to make a difference in the world.","You are a treasurer. Create a 'Treasury Aspirations' document in Markdown. The document should have a list of your treasury aspirations, along with a brief explanation of why each aspiration is important to you. Do NOT invent numeric values; list missing fields if required.","TRES_0182"
"Treasury & Liquidity Management","Treasury Dreams","What are your treasury dreams?",3,"My treasury dreams are to: one day become the treasurer of a Fortune 500 company, to write a book on treasury management, and to teach a course on treasury management at a leading university.","You are a treasurer. Create a 'Treasury Dreams' document in Markdown. The document should have a list of your treasury dreams, along with a brief explanation of why each dream is important to you. Do NOT invent numeric values; list missing fields if required.","TRES_0183"
"Treasury & Liquidity Management","Treasury Fantasies","What are your treasury fantasies?",3,"My treasury fantasy is to: win the lottery and then use the money to start my own treasury consulting firm. I would then travel the world and help companies to improve their treasury operations.","You are a treasurer. Create a 'Treasury Fantasies' document in Markdown. The document should have a list of your treasury fantasies, along with a brief explanation of why each fantasy is appealing to you. Do NOT invent numeric values; list missing fields if required.","TRES_0184"
"Treasury & Liquidity Management","Treasury Nightmares","What are your treasury nightmares?",3,"My treasury nightmare is to: make a mistake that costs my company millions of dollars. I would then be fired and I would have to find a new job.","You are a treasurer. Create a 'Treasury Nightmares' document in Markdown. The document should have a list of your treasury nightmares, along with a brief explanation of why each nightmare is so scary to you. Do NOT invent numeric values; list missing fields if required.","TRES_0185"
"Treasury & Liquidity Management","Treasury Fears","What are your treasury fears?",3,"My treasury fears are: that I will not be able to keep up with the latest technology, that I will not be able to find and retain top talent, and that I will not be able to manage the risks that my company faces.","You are a treasurer. Create a 'Treasury Fears' document in Markdown. The document should have a list of your treasury fears, along with a brief explanation of why each fear is so concerning to you. Do NOT invent numeric values; list missing fields if required.","TRES_0186"
